spectrum_id,compound_name,adhesive_class,spectral_type,wn_400,wn_418,wn_436,wn_454,wn_472,wn_490,wn_509,wn_527,wn_545,wn_563,wn_581,wn_599,wn_617,wn_635,wn_653,wn_671,wn_689,wn_708,wn_726,wn_744,wn_762,wn_780,wn_798,wn_816,wn_834,wn_852,wn_870,wn_888,wn_907,wn_925,wn_943,wn_961,wn_979,wn_997,wn_1015,wn_1033,wn_1051,wn_1069,wn_1087,wn_1106,wn_1124,wn_1142,wn_1160,wn_1178,wn_1196,wn_1214,wn_1232,wn_1250,wn_1268,wn_1286,wn_1305,wn_1323,wn_1341,wn_1359,wn_1377,wn_1395,wn_1413,wn_1431,wn_1449,wn_1467,wn_1485,wn_1504,wn_1522,wn_1540,wn_1558,wn_1576,wn_1594,wn_1612,wn_1630,wn_1648,wn_1666,wn_1684,wn_1703,wn_1721,wn_1739,wn_1757,wn_1775,wn_1793,wn_1811,wn_1829,wn_1847,wn_1865,wn_1883,wn_1902,wn_1920,wn_1938,wn_1956,wn_1974,wn_1992,wn_2010,wn_2028,wn_2046,wn_2064,wn_2082,wn_2101,wn_2119,wn_2137,wn_2155,wn_2173,wn_2191,wn_2209,wn_2227,wn_2245,wn_2263,wn_2281,wn_2299,wn_2318,wn_2336,wn_2354,wn_2372,wn_2390,wn_2408,wn_2426,wn_2444,wn_2462,wn_2480,wn_2498,wn_2517,wn_2535,wn_2553,wn_2571,wn_2589,wn_2607,wn_2625,wn_2643,wn_2661,wn_2679,wn_2697,wn_2716,wn_2734,wn_2752,wn_2770,wn_2788,wn_2806,wn_2824,wn_2842,wn_2860,wn_2878,wn_2896,wn_2915,wn_2933,wn_2951,wn_2969,wn_2987,wn_3005,wn_3023,wn_3041,wn_3059,wn_3077,wn_3095,wn_3114,wn_3132,wn_3150,wn_3168,wn_3186,wn_3204,wn_3222,wn_3240,wn_3258,wn_3276,wn_3294,wn_3313,wn_3331,wn_3349,wn_3367,wn_3385,wn_3403,wn_3421,wn_3439,wn_3457,wn_3475,wn_3493,wn_3512,wn_3530,wn_3548,wn_3566,wn_3584,wn_3602,wn_3620,wn_3638,wn_3656,wn_3674,wn_3692,wn_3711,wn_3729,wn_3747,wn_3765,wn_3783,wn_3801,wn_3819,wn_3837,wn_3855,wn_3873,wn_3891,wn_3910,wn_3928,wn_3946,wn_3964,wn_3982,wn_4000
SPEC-00571,Cycloaliphatic epoxy,Epoxy,Raman,0.107235,0.116450,0.104007,0.101039,0.099081,0.143564,0.115650,0.145402,0.140328,0.124708,0.137085,0.131253,0.221695,0.422892,0.298545,0.163716,0.125088,0.116899,0.136154,0.132442,0.152775,0.177295,0.253459,0.480314,0.684144,0.345244,0.197542,0.189616,0.145846,0.150231,0.133185,0.172922,0.142111,0.138180,0.157111,0.160943,0.165358,0.190009,0.295464,0.500771,0.449146,0.250099,0.198904,0.245977,0.176043,0.240942,0.369059,0.568042,0.334293,0.205397,0.188559,0.164671,0.168168,0.202726,0.166950,0.147959,0.189271,0.267046,0.437407,0.528862,0.311416,0.216865,0.253810,0.287685,0.321812,0.371106,0.725000,1.000000,0.495320,0.265891,0.202482,0.206398,0.193826,0.199691,0.162096,0.175211,0.161994,0.160214,0.166280,0.190440,0.149589,0.162223,0.183810,0.176217,0.180230,0.178586,0.168864,0.140133,0.150569,0.176772,0.151885,0.141687,0.167379,0.151058,0.167772,0.170774,0.161494,0.140280,0.158086,0.155269,0.143906,0.189156,0.134305,0.127792,0.128645,0.166410,0.150725,0.133398,0.164831,0.155147,0.150516,0.166322,0.163743,0.144774,0.133743,0.125576,0.137569,0.150609,0.130697,0.169653,0.161874,0.160896,0.134742,0.163281,0.136409,0.130679,0.151123,0.165460,0.152443,0.152746,0.166299,0.153041,0.170268,0.189440,0.203316,0.278303,0.427051,0.443178,0.420828,0.544915,0.611949,0.394833,0.253277,0.229823,0.189080,0.244493,0.370533,0.458194,0.322455,0.300410,0.270893,0.253465,0.171116,0.129241,0.119170,0.134067,0.132947,0.125855,0.103843,0.134891,0.119899,0.126322,0.135142,0.116785,0.111061,0.119650,0.126062,0.140032,0.125171,0.113758,0.114762,0.102525,0.124938,0.118571,0.112649,0.089693,0.099374,0.110083,0.085640,0.117816,0.121957,0.109852,0.093813,0.103139,0.107192,0.107519,0.112921,0.107677,0.118154,0.128680,0.112742,0.096031,0.104063,0.104396,0.094726,0.095265,0.123549,0.114475,0.100245,0.092685
SPEC-00662,Aminopropyltriethoxysilane,Silicone,FTIR,0.129959,0.066590,0.117081,0.187207,0.307254,0.444369,0.238752,0.178000,0.128201,0.092046,0.095609,0.072395,0.096542,0.074806,0.103735,0.124598,0.087754,0.125678,0.140799,0.211485,0.335912,0.648928,0.777052,0.470628,0.227125,0.141496,0.142637,0.135386,0.148603,0.146997,0.193027,0.274171,0.427624,0.734438,0.996496,1.000000,0.746037,0.711784,0.776010,0.717266,0.456203,0.283175,0.211490,0.160197,0.191784,0.218986,0.401414,0.914377,0.889205,0.399215,0.196513,0.181784,0.120055,0.144114,0.146598,0.159715,0.310613,0.198757,0.111789,0.075167,0.094503,0.056317,0.088876,0.073028,0.055677,0.092748,0.087047,0.044783,0.052241,0.102477,0.075108,0.056192,0.064850,0.080479,0.065579,0.093345,0.106754,0.089265,0.080687,0.050925,0.078793,0.072908,0.065219,0.080393,0.092791,0.078256,0.096725,0.033479,0.090293,0.077328,0.082424,0.086936,0.070969,0.075019,0.102564,0.077673,0.058553,0.065644,0.069608,0.086526,0.061637,0.105305,0.080539,0.065352,0.067834,0.074731,0.060384,0.088269,0.067334,0.078798,0.066461,0.066213,0.048526,0.097327,0.071560,0.054612,0.072299,0.071649,0.056737,0.048238,0.050392,0.104009,0.137330,0.128520,0.093707,0.049348,0.079919,0.067574,0.073141,0.068378,0.091021,0.079539,0.069385,0.076957,0.127224,0.113930,0.141447,0.096404,0.170555,0.226714,0.278698,0.465742,0.415210,0.328497,0.181124,0.148709,0.080442,0.103605,0.071980,0.077443,0.079698,0.067119,0.115810,0.075886,0.080971,0.084618,0.080031,0.078482,0.037442,0.058828,0.093949,0.014267,0.124439,0.049630,0.053687,0.085714,0.056924,0.044534,0.062604,0.066547,0.019410,0.029677,0.082435,0.112729,0.096830,0.068316,0.061180,0.068091,0.051561,0.055641,0.073342,0.043647,0.059945,0.075012,0.077479,0.000000,0.060387,0.098111,0.034932,0.026192,0.058664,0.034054,0.076252,0.073399,0.055148,0.074519,0.082837,0.069599,0.069509,0.083306
SPEC-00613,Triglycidyl isocyanurate,Epoxy,Raman,0.114478,0.125982,0.137637,0.156274,0.140769,0.115238,0.135084,0.151785,0.175893,0.165431,0.180893,0.236810,0.364223,0.584213,0.496483,0.284154,0.156252,0.169321,0.185994,0.124304,0.159840,0.219154,0.391892,0.555839,0.738597,0.452858,0.251584,0.175726,0.176316,0.194583,0.095796,0.169211,0.190921,0.214014,0.144680,0.245598,0.229564,0.306386,0.483727,0.745595,0.537339,0.379092,0.227981,0.207093,0.174387,0.194815,0.399056,0.566389,0.387145,0.272077,0.222195,0.281440,0.258375,0.225599,0.231463,0.216661,0.237255,0.300079,0.501616,0.608123,0.355485,0.256784,0.255854,0.229622,0.282981,0.508822,1.000000,0.861655,0.397667,0.217219,0.208444,0.149398,0.175164,0.193602,0.175008,0.159561,0.111725,0.110882,0.161677,0.143019,0.137159,0.216557,0.165591,0.153111,0.187663,0.177790,0.163044,0.139752,0.124431,0.115887,0.164113,0.110409,0.132346,0.198597,0.129093,0.108145,0.173017,0.140284,0.134196,0.133108,0.131933,0.130558,0.185266,0.102589,0.160456,0.125919,0.137878,0.092756,0.141261,0.109135,0.182455,0.176491,0.121667,0.152340,0.109170,0.109593,0.101288,0.125017,0.130851,0.141345,0.103887,0.180217,0.182477,0.149681,0.114716,0.105039,0.098420,0.099327,0.122316,0.228162,0.211366,0.226531,0.133352,0.118535,0.178158,0.259689,0.353829,0.408156,0.434676,0.513445,0.582204,0.396773,0.268477,0.206319,0.201489,0.192370,0.357599,0.557896,0.407520,0.148277,0.162167,0.133209,0.086242,0.053958,0.116515,0.098380,0.120959,0.098881,0.072827,0.118386,0.116125,0.094965,0.058202,0.107545,0.148492,0.109663,0.067862,0.054857,0.064189,0.100143,0.030629,0.119247,0.084543,0.113559,0.076178,0.076433,0.058847,0.052424,0.058947,0.066250,0.097707,0.094367,0.073193,0.095111,0.031696,0.087229,0.084007,0.055975,0.074676,0.037064,0.051177,0.084408,0.081243,0.040911,0.084822,0.089711,0.047852,0.111662,0.065285,0.068807
SPEC-00349,Nitrile rubber,Rubber-based,Raman,0.268174,0.186056,0.132764,0.122965,0.126045,0.130471,0.119045,0.133370,0.123678,0.130764,0.119543,0.137368,0.138084,0.123334,0.137397,0.202066,0.334153,0.395240,0.215961,0.170887,0.154049,0.139062,0.147716,0.149147,0.150685,0.129482,0.145144,0.132736,0.149786,0.163993,0.186753,0.229144,0.394060,0.594233,0.430443,0.264694,0.183362,0.163086,0.164188,0.152590,0.144317,0.135239,0.150197,0.158386,0.160286,0.166768,0.153545,0.182694,0.205647,0.295340,0.516559,0.365652,0.234638,0.185686,0.198299,0.202883,0.237586,0.400165,0.670934,0.420442,0.243308,0.180299,0.162550,0.176812,0.178378,0.184091,0.215604,0.279724,0.377524,0.713772,1.000000,0.549634,0.294595,0.200537,0.179170,0.181455,0.166781,0.151083,0.175458,0.166807,0.159242,0.143055,0.161926,0.165102,0.157871,0.162242,0.147610,0.153129,0.166139,0.137367,0.148775,0.156633,0.143597,0.152255,0.175783,0.188510,0.191788,0.147729,0.149665,0.152828,0.144465,0.154439,0.143132,0.130305,0.147225,0.140043,0.129358,0.165987,0.141027,0.152267,0.134831,0.138528,0.145855,0.150706,0.143316,0.155087,0.139070,0.140865,0.128823,0.137910,0.138575,0.125962,0.141164,0.138362,0.131668,0.149699,0.148285,0.150685,0.156193,0.136690,0.158567,0.165306,0.177461,0.234235,0.297589,0.479794,0.655305,0.612291,0.588693,0.746973,0.832789,0.598350,0.350880,0.281307,0.451228,0.305772,0.167065,0.157899,0.153620,0.131543,0.133824,0.136318,0.128754,0.118763,0.112472,0.133918,0.126922,0.130701,0.126964,0.112773,0.121887,0.117411,0.101180,0.135113,0.109336,0.119389,0.127002,0.120787,0.102020,0.105051,0.123024,0.111512,0.114575,0.114167,0.099812,0.117654,0.125230,0.110971,0.119269,0.130375,0.111766,0.094675,0.121858,0.118300,0.096313,0.098797,0.120494,0.114841,0.084461,0.127206,0.104577,0.113208,0.100493,0.102632,0.097532,0.094134,0.089438,0.120532,0.095476,0.112444
SPEC-00056,Isobutyl methacrylate,Acrylic/PSA,IR,0.006485,0.062748,0.025103,0.058878,0.005475,0.014448,0.040957,0.045565,0.028194,0.021474,0.023587,0.039094,0.003391,0.022158,0.009246,0.011621,0.053280,0.023053,0.058030,0.217995,0.224269,0.077324,0.038414,0.050836,0.052384,0.078579,0.053398,0.057869,0.013179,0.028121,0.031175,0.051744,0.000000,0.048245,0.020609,0.055489,0.052476,0.053970,0.082640,0.115037,0.218948,0.385123,0.557463,0.353396,0.180704,0.259278,0.448341,0.357364,0.197355,0.127041,0.083966,0.123024,0.150999,0.281596,0.457717,0.326153,0.258852,0.292829,0.450429,0.337195,0.167180,0.098671,0.058207,0.098423,0.045098,0.061753,0.085044,0.119590,0.061284,0.048274,0.121168,0.111348,0.273488,0.734750,1.000000,0.384725,0.172681,0.090252,0.083428,0.044793,0.097805,0.032925,0.053076,0.045711,0.064617,0.039302,0.052828,0.028708,0.082311,0.060329,0.058312,0.057529,0.059942,0.043474,0.089799,0.048177,0.005626,0.059253,0.037891,0.035089,0.054039,0.051346,0.039547,0.034666,0.082003,0.028593,0.035341,0.048010,0.057870,0.048651,0.028275,0.019351,0.053431,0.038223,0.077560,0.066128,0.087451,0.056889,0.034424,0.044858,0.008986,0.024481,0.066007,0.056091,0.054694,0.086631,0.051745,0.071324,0.066706,0.058130,0.092219,0.053068,0.082471,0.100462,0.129420,0.272947,0.472394,0.422754,0.324234,0.319971,0.461380,0.553517,0.413624,0.256262,0.232503,0.105004,0.097793,0.132529,0.088596,0.062640,0.088417,0.087661,0.098196,0.109094,0.143691,0.170090,0.137616,0.109352,0.078351,0.091097,0.080405,0.140694,0.097839,0.125136,0.158818,0.188371,0.170702,0.232562,0.249809,0.265663,0.276168,0.210886,0.248978,0.151202,0.122676,0.158004,0.089834,0.081783,0.088856,0.040592,0.047641,0.064056,0.056100,0.077898,0.083951,0.072651,0.033742,0.044186,0.046818,0.034123,0.057992,0.064721,0.086923,0.058907,0.046090,0.047853,0.033918,0.041735,0.031025,0.039191
SPEC-00683,Aminopropyltriethoxysilane,Silicone,FTIR,0.085472,0.110575,0.112382,0.153610,0.252299,0.397345,0.332182,0.189618,0.120979,0.104046,0.096512,0.085474,0.075112,0.091819,0.096802,0.086583,0.065441,0.073700,0.073785,0.144106,0.226753,0.393686,0.554135,0.365025,0.205634,0.146904,0.131041,0.132554,0.159598,0.172534,0.231511,0.314751,0.478147,0.742497,1.000000,0.983167,0.771759,0.660037,0.685742,0.529814,0.310348,0.197588,0.150372,0.118294,0.133109,0.152043,0.215473,0.598666,0.802559,0.292649,0.140402,0.120894,0.097668,0.088100,0.116460,0.235824,0.444881,0.156206,0.113451,0.082147,0.089310,0.069343,0.078559,0.089906,0.066248,0.057185,0.075740,0.061207,0.070117,0.053777,0.068073,0.082091,0.073405,0.066892,0.050675,0.060497,0.072257,0.076690,0.054283,0.055608,0.068805,0.056904,0.051631,0.074391,0.075883,0.076617,0.049246,0.067486,0.048974,0.080482,0.071029,0.063016,0.056507,0.047154,0.065104,0.061906,0.045128,0.050725,0.047395,0.059213,0.052967,0.053229,0.074122,0.065280,0.077600,0.075493,0.078826,0.071199,0.051364,0.056658,0.066250,0.044528,0.087221,0.096650,0.104166,0.085712,0.061307,0.084202,0.056418,0.049344,0.064539,0.064796,0.060771,0.060051,0.057637,0.061346,0.078680,0.045441,0.065404,0.046537,0.040625,0.056963,0.061479,0.069371,0.065604,0.081230,0.109053,0.086333,0.110453,0.166642,0.305862,0.509694,0.481590,0.303356,0.170739,0.127283,0.091813,0.075955,0.069153,0.069553,0.068153,0.054394,0.059748,0.072746,0.068789,0.050138,0.048127,0.048005,0.033469,0.055885,0.049600,0.040895,0.038147,0.055539,0.046906,0.060181,0.054568,0.073483,0.051442,0.056646,0.053485,0.048229,0.077191,0.040525,0.051123,0.050091,0.050869,0.067679,0.041764,0.057709,0.041726,0.065492,0.058916,0.052224,0.036430,0.063643,0.042949,0.029858,0.057001,0.071739,0.078911,0.066892,0.069620,0.050800,0.058538,0.061294,0.056176,0.059068,0.040666,0.054573
SPEC-00881,Polycaprolactone diol,Polyurethane,IR,0.084166,0.107347,0.144917,0.096399,0.130915,0.107569,0.070324,0.110506,0.097548,0.111081,0.073330,0.102346,0.110847,0.113424,0.134743,0.071349,0.105682,0.090392,0.156423,0.164807,0.320612,0.291866,0.166607,0.176132,0.114119,0.100821,0.081939,0.072110,0.136279,0.129863,0.121099,0.152706,0.110995,0.166652,0.202648,0.214487,0.364430,0.537765,0.523393,0.386069,0.242688,0.198224,0.231892,0.259743,0.413071,0.691229,0.714414,0.440894,0.335572,0.296544,0.553963,0.385510,0.231610,0.128432,0.115522,0.101994,0.164835,0.114370,0.138596,0.144201,0.236648,0.375850,0.799084,0.735506,0.376345,0.219949,0.111867,0.135929,0.137641,0.166158,0.220909,0.399559,0.598943,1.000000,0.876103,0.418457,0.226816,0.155890,0.156703,0.133920,0.092920,0.135307,0.103364,0.079944,0.097050,0.119154,0.111579,0.082899,0.100575,0.094518,0.100705,0.114134,0.112915,0.112488,0.102681,0.092191,0.144320,0.101401,0.112350,0.093400,0.118905,0.125220,0.074438,0.078534,0.110947,0.091658,0.051893,0.102038,0.085555,0.219392,0.187622,0.160392,0.100132,0.114192,0.119830,0.152542,0.083264,0.081908,0.092404,0.088284,0.077668,0.111298,0.115226,0.101625,0.116570,0.112167,0.097114,0.137008,0.123215,0.083271,0.110795,0.154256,0.131321,0.154829,0.204809,0.308779,0.448271,0.433051,0.454296,0.521655,0.513140,0.402793,0.267969,0.154541,0.127576,0.118427,0.074573,0.123087,0.095488,0.093951,0.157978,0.109858,0.148185,0.129578,0.185777,0.237588,0.250519,0.315807,0.432902,0.540510,0.595686,0.626635,0.539047,0.411118,0.300492,0.243142,0.165236,0.216595,0.159540,0.121293,0.113703,0.118184,0.123932,0.072826,0.134720,0.114895,0.096817,0.179001,0.103004,0.032693,0.106819,0.095926,0.057812,0.089514,0.077838,0.101604,0.059667,0.036748,0.131406,0.093293,0.046757,0.087631,0.081196,0.069074,0.120157,0.124388,0.030723,0.100668,0.105444,0.135171
SPEC-00253,Chloroprene rubber,Rubber-based,FTIR,0.121220,0.108067,0.060554,0.106525,0.109893,0.205015,0.207259,0.206184,0.163047,0.114613,0.145973,0.109438,0.124242,0.125385,0.201471,0.500713,0.726290,0.425460,0.235862,0.127393,0.162252,0.113858,0.130981,0.203013,0.467280,0.334763,0.153780,0.167522,0.136285,0.186885,0.209791,0.244519,0.377143,0.542293,0.473426,0.336483,0.212671,0.190383,0.138422,0.251104,0.585739,0.471822,0.238931,0.216572,0.150260,0.150606,0.122976,0.163500,0.183455,0.387699,0.568539,0.394392,0.231695,0.150433,0.197119,0.161044,0.308021,0.729132,1.000000,0.451838,0.228915,0.141970,0.156580,0.109701,0.190472,0.166561,0.168203,0.269683,0.502151,0.856320,0.830324,0.529977,0.302218,0.231144,0.099807,0.142233,0.094483,0.092885,0.102429,0.095951,0.061615,0.106334,0.110545,0.109833,0.132979,0.064150,0.087320,0.093558,0.096529,0.144206,0.094302,0.102210,0.118007,0.113884,0.112783,0.094031,0.040063,0.078981,0.106398,0.154949,0.110543,0.068232,0.109994,0.100392,0.103200,0.112448,0.091891,0.086744,0.095600,0.127588,0.112130,0.105174,0.059844,0.110195,0.156436,0.207469,0.206236,0.226325,0.149919,0.084354,0.101029,0.111676,0.116870,0.103665,0.103698,0.144795,0.122041,0.132647,0.093146,0.150577,0.117276,0.174297,0.164467,0.266655,0.360360,0.727209,0.948960,0.614635,0.436339,0.474649,0.740570,0.864895,0.672335,0.373420,0.309030,0.337178,0.555656,0.364295,0.132859,0.120436,0.086109,0.146495,0.160301,0.154672,0.109613,0.123786,0.144055,0.089418,0.100765,0.123525,0.130012,0.133880,0.108998,0.077421,0.115015,0.141967,0.094594,0.108268,0.155693,0.106848,0.101620,0.103166,0.101271,0.134432,0.118756,0.065532,0.124656,0.045167,0.100917,0.111575,0.116760,0.112243,0.080157,0.068389,0.022662,0.105088,0.125002,0.101510,0.097234,0.135774,0.078200,0.090519,0.043151,0.091809,0.155371,0.137453,0.145435,0.090835,0.108857,0.073456
SPEC-00936,Polycaprolactone diol,Polyurethane,Raman,0.135393,0.128973,0.155657,0.132780,0.120369,0.144493,0.133130,0.113696,0.164133,0.145077,0.163817,0.201157,0.276698,0.515750,0.404446,0.247381,0.154487,0.164391,0.162336,0.133415,0.143887,0.118757,0.170913,0.150826,0.154731,0.148486,0.140174,0.119455,0.159334,0.157793,0.163225,0.130800,0.183115,0.197890,0.191607,0.314008,0.601008,0.846964,0.461084,0.238329,0.221834,0.197313,0.142665,0.191375,0.161321,0.157900,0.209301,0.213613,0.205866,0.321843,0.569781,0.559611,0.309378,0.227611,0.230053,0.281573,0.421838,0.758507,0.658154,0.361189,0.254652,0.322080,0.474102,0.528795,0.353178,0.244873,0.342703,0.636078,0.555846,0.289729,0.199570,0.277922,0.368701,0.758588,0.987258,0.515272,0.242450,0.215071,0.183197,0.193930,0.147604,0.156073,0.167276,0.202913,0.168261,0.169923,0.163616,0.115775,0.128178,0.142359,0.169358,0.152087,0.169170,0.137216,0.281843,0.285437,0.270438,0.247815,0.196773,0.168654,0.188393,0.171910,0.142883,0.159415,0.152553,0.155066,0.136954,0.167336,0.109177,0.160324,0.139259,0.135853,0.127347,0.118218,0.167716,0.145215,0.145031,0.133480,0.157369,0.132021,0.125370,0.163323,0.124121,0.146921,0.141366,0.163945,0.176529,0.160229,0.186208,0.160255,0.200505,0.176173,0.202166,0.223292,0.283654,0.447848,0.660615,0.730708,0.723100,0.862618,1.000000,0.812797,0.516032,0.320651,0.240973,0.209731,0.162831,0.157322,0.155202,0.135147,0.131765,0.135074,0.133950,0.148129,0.147029,0.161292,0.113916,0.101667,0.135664,0.131512,0.126040,0.130198,0.104969,0.094592,0.137457,0.147207,0.142742,0.152585,0.101733,0.094232,0.082145,0.129595,0.082625,0.082708,0.067507,0.126582,0.101120,0.116509,0.140521,0.146868,0.121922,0.078202,0.098361,0.142564,0.116058,0.106917,0.157526,0.103478,0.092588,0.046919,0.103937,0.086086,0.145394,0.072084,0.119093,0.098891,0.109681,0.083894,0.078412,0.093129
SPEC-00755,Aminopropyltriethoxysilane,Silicone,Raman,0.169446,0.182161,0.203089,0.281870,0.542804,0.833246,0.476614,0.190359,0.232514,0.190765,0.254547,0.372705,0.583532,0.390789,0.243093,0.201194,0.390675,0.635435,0.359935,0.235364,0.353079,0.606819,0.841375,0.484097,0.273707,0.225722,0.156487,0.165178,0.146551,0.199145,0.193794,0.170303,0.145432,0.133641,0.158602,0.137246,0.154356,0.175165,0.224472,0.213636,0.185683,0.198729,0.192256,0.190790,0.197333,0.190214,0.218388,0.412670,0.869983,0.299864,0.181863,0.207958,0.166332,0.190002,0.201836,0.338790,0.458169,0.245011,0.162187,0.231373,0.203076,0.179291,0.201232,0.223105,0.208404,0.152170,0.172563,0.180353,0.216575,0.171440,0.186953,0.157714,0.172114,0.196233,0.227121,0.191378,0.202787,0.159751,0.200032,0.177134,0.191016,0.185805,0.179131,0.169966,0.162953,0.162665,0.179358,0.156632,0.182355,0.189063,0.172650,0.182019,0.186382,0.206465,0.131472,0.125569,0.135885,0.182159,0.160827,0.197956,0.190526,0.138281,0.178599,0.199184,0.161139,0.154811,0.171570,0.156731,0.182187,0.165546,0.171384,0.179157,0.155163,0.154587,0.153204,0.149566,0.129617,0.114027,0.166388,0.123761,0.160963,0.146245,0.161810,0.160411,0.130357,0.132552,0.122705,0.165159,0.115970,0.122682,0.128396,0.169306,0.188636,0.132496,0.165584,0.173813,0.224992,0.326952,0.534290,0.687567,0.652731,0.810198,1.000000,0.588894,0.282369,0.197312,0.141942,0.147558,0.157255,0.105472,0.104961,0.152718,0.152574,0.107403,0.103934,0.128644,0.118473,0.168524,0.206560,0.132272,0.109581,0.090189,0.074278,0.099588,0.096198,0.075314,0.124596,0.081914,0.097842,0.135827,0.075761,0.056057,0.139679,0.111173,0.115096,0.075769,0.086725,0.075864,0.115590,0.059130,0.054857,0.089545,0.062862,0.084575,0.101097,0.090815,0.057905,0.092334,0.103182,0.095578,0.113707,0.085428,0.119314,0.102792,0.125026,0.056958,0.087312,0.033699,0.074512,0.104578
SPEC-00677,Polydimethylsiloxane,Silicone,IR,0.069688,0.063074,0.093022,0.119863,0.282733,0.372851,0.235012,0.103155,0.086599,0.078034,0.061885,0.070303,0.066630,0.077503,0.070591,0.064263,0.075994,0.072741,0.082745,0.113316,0.191191,0.444853,0.725826,0.403087,0.174633,0.113049,0.114292,0.114773,0.106108,0.123885,0.152186,0.239101,0.387484,0.654824,1.000000,0.936068,0.643506,0.541568,0.534994,0.477213,0.310689,0.192279,0.146744,0.111250,0.108170,0.129698,0.209564,0.677206,0.567657,0.171494,0.080678,0.082405,0.076730,0.081473,0.107826,0.237372,0.400775,0.156256,0.072389,0.066041,0.058336,0.048677,0.037770,0.036412,0.042207,0.021254,0.034075,0.046348,0.039870,0.034301,0.028403,0.028372,0.038231,0.043567,0.025843,0.042053,0.052453,0.045227,0.045998,0.030182,0.031914,0.026298,0.040878,0.045687,0.022981,0.024442,0.019468,0.044851,0.033064,0.029501,0.048295,0.074555,0.113214,0.110170,0.105589,0.075487,0.045570,0.032394,0.019940,0.040465,0.033495,0.016926,0.027033,0.046949,0.038062,0.048655,0.011103,0.029310,0.030509,0.036978,0.035906,0.037845,0.019173,0.028725,0.030247,0.030504,0.016772,0.035795,0.000000,0.034780,0.033939,0.026132,0.027035,0.025588,0.057134,0.033643,0.030714,0.014888,0.032800,0.032780,0.036455,0.019494,0.021108,0.042416,0.037127,0.047108,0.052684,0.020354,0.049300,0.083713,0.214047,0.394632,0.362384,0.183688,0.090640,0.067308,0.012157,0.022344,0.062380,0.025097,0.042165,0.031501,0.024099,0.019897,0.013591,0.012590,0.023702,0.024438,0.039451,0.015986,0.028540,0.021932,0.022426,0.023169,0.018902,0.028118,0.043171,0.038287,0.019597,0.039625,0.018520,0.015107,0.015004,0.036629,0.017869,0.036422,0.038130,0.022686,0.023467,0.008989,0.021276,0.031081,0.022473,0.012978,0.022812,0.013580,0.031973,0.019328,0.017569,0.010586,0.000000,0.024387,0.032336,0.013027,0.024867,0.005747,0.010951,0.013558,0.004364,0.037980
SPEC-00830,Butyl cyanoacrylate,Cyanoacrylate,Raman,0.125523,0.122273,0.108615,0.103378,0.138163,0.088246,0.145125,0.142880,0.158006,0.144484,0.232384,0.306427,0.210479,0.169496,0.109529,0.145346,0.137777,0.129970,0.121391,0.135662,0.145793,0.165313,0.231704,0.356479,0.498062,0.358762,0.254781,0.164816,0.154267,0.148220,0.158489,0.135166,0.190099,0.170405,0.162780,0.219745,0.358529,0.383286,0.176032,0.183981,0.156189,0.119302,0.161867,0.172467,0.129100,0.100433,0.114354,0.127270,0.149508,0.128445,0.126502,0.135406,0.156563,0.103369,0.154461,0.161598,0.200115,0.282397,0.513751,0.424615,0.219410,0.124191,0.148479,0.159383,0.150162,0.155999,0.173294,0.164747,0.129795,0.128456,0.150788,0.185117,0.208713,0.418705,0.602591,0.432633,0.253605,0.181785,0.150253,0.148331,0.153408,0.149995,0.144869,0.141402,0.137779,0.140095,0.154028,0.191938,0.154733,0.163144,0.134212,0.152550,0.142796,0.138243,0.131799,0.139303,0.144695,0.158910,0.143757,0.183392,0.208217,0.525154,1.000000,0.276847,0.158335,0.161457,0.146797,0.180598,0.167982,0.146187,0.169608,0.140509,0.152221,0.109700,0.134295,0.134055,0.138301,0.127354,0.159508,0.155918,0.164450,0.125569,0.156789,0.127857,0.134591,0.130037,0.138943,0.156217,0.129541,0.109578,0.128730,0.149367,0.130838,0.130810,0.146529,0.148058,0.177088,0.174819,0.202940,0.337238,0.514512,0.514685,0.341477,0.220861,0.166342,0.139289,0.169409,0.155843,0.129300,0.128901,0.132738,0.130701,0.114553,0.127888,0.129407,0.141704,0.155579,0.135356,0.194425,0.146977,0.133839,0.167056,0.111387,0.143223,0.129001,0.088774,0.155271,0.112228,0.115068,0.107856,0.114945,0.128245,0.112665,0.108082,0.079037,0.099680,0.138150,0.131160,0.116184,0.113037,0.134290,0.120323,0.102173,0.124113,0.129281,0.097019,0.101770,0.097495,0.128705,0.109110,0.125795,0.124109,0.082328,0.106473,0.114335,0.113190,0.125852,0.137423,0.110447,0.087106
